PtID,X,Y,OHeight,LatWGS84,LonWGS84,EHeightWGS84,CodeGroup,Code,CodeDesc,Class,SubClass,Date,Time,AntennaH,RTKObs,GSatsUsed,RSatsUsed,RefStations,Solution,InNetwork,NetType,NetFormat,GDOP,PosQ1D,PosQ2D,PosQ3D,StdDevX,StdDevY,StdDevZ
1113,401124.151,5077072.5141926305,6.463,45.840122726,-64.273273332,-12.219,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:00:13.9,2.000,6,8,6,6,Network solution,Yes,MAX,RTCM_V3,1.9,0.009,0.007,0.011,0.005,0.008,0.007
1114,401127.655,5077071.4042242393,6.361,45.840113241,-64.273227992,-12.321,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:00:35.0,2.000,4,8,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.007,0.011,0.005,0.008,0.007
1115,401131.804,5077070.0308021288,6.033,45.840101478,-64.273174294,-12.649,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:01:7.9,2.000,3,8,6,6,Network solution,Yes,MAX,RTCM_V3,1.9,0.009,0.007,0.011,0.005,0.008,0.007
1116,401133.878,5077070.1576583991,5.829,45.840102917,-64.273147615,-12.853,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:02:10.3,2.000,3,8,7,6,Network solution,Yes,MAX,RTCM_V3,1.7,0.010,0.007,0.012,0.005,0.008,0.007
1117,401140.646,5077122.6762574222,5.815,45.840576470,-64.273071258,-12.867,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:05:21.8,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.008,0.013,0.005,0.009,0.008
1118,401137.727,5077124.0178394709,6.129,45.840588123,-64.273109125,-12.554,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:05:56.0,2.000,3,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.011,0.008,0.013,0.006,0.009,0.008
1119,401133.293,5077126.3146035392,6.579,45.840608154,-64.273166679,-12.103,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:06:23.3,2.000,6,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.009,0.007,0.012,0.005,0.008,0.007
1120,401128.274,5077129.2617887789,6.755,45.840633954,-64.273231901,-11.928,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:06:52.1,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.009,0.007,0.011,0.005,0.008,0.007
1121,401126.595,5077130.0299854493,6.503,45.840640625,-64.273253675,-12.179,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:07:10.3,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.009,0.007,0.011,0.005,0.008,0.007
1122,401129.175,5077174.6232849089,6.458,45.841042263,-64.273229613,-12.225,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:09:16.7,2.000,5,9,6,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.007,0.012,0.005,0.008,0.007
1123,401131.426,5077174.8466063878,6.531,45.841044595,-64.273200670,-12.152,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:09:47.4,2.000,2,9,6,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.007,0.012,0.005,0.008,0.008
1124,401132.170,5077174.8868974000,6.708,45.841045064,-64.273191106,-11.975,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:10:9.6,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.008,0.013,0.006,0.009,0.008
1125,401135.088,5077175.2129225545,6.751,45.841048417,-64.273153610,-11.932,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:10:35.3,2.000,5,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.007,0.013,0.005,0.008,0.008
1126,401140.624,5077175.9948508106,6.280,45.841056247,-64.273082488,-12.403,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:11:4.1,2.000,6,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.3,0.009,0.007,0.012,0.005,0.008,0.007
1127,401145.573,5077176.5504100258,5.760,45.841061956,-64.273018887,-12.922,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:11:38.7,2.000,4,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.3,0.010,0.007,0.012,0.005,0.008,0.008
1128,401122.955,5077218.4843506850,6.953,45.841436048,-64.273318690,-11.730,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:13:23.4,2.000,4,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.010,0.008,0.013,0.005,0.008,0.008
1129,401124.646,5077218.9330930049,6.980,45.841440329,-64.273297011,-11.703,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:13:47.5,2.000,6,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1130,401128.672,5077220.3002972249,6.715,45.841453209,-64.273245464,-11.968,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:14:14.9,2.000,2,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1131,401133.005,5077221.8353789710,6.018,45.841467644,-64.273189997,-12.666,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:14:49.5,2.000,5,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1132,401134.802,5077222.5576743670,5.827,45.841474401,-64.273167008,-12.857,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:15:14.9,2.000,3,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.007,0.011,0.005,0.007,0.008
1133,401113.971,5077247.9024198884,7.197,45.841699474,-64.273440405,-11.487,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:17:29.9,2.000,3,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1134,401119.286,5077249.6057100026,6.573,45.841715563,-64.273372325,-12.111,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:17:59.1,2.000,4,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1135,401123.818,5077250.8595443619,6.074,45.841727496,-64.273314227,-12.610,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:18:19.7,2.000,4,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1136,401124.910,5077251.2901066896,5.910,45.841731527,-64.273300264,-12.774,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:18:42.3,2.000,2,10,7,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.007,0.011,0.005,0.007,0.007
1137,401123.761,5077301.9717018921,6.163,45.842187414,-64.273325451,-12.521,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:21:3.6,2.000,3,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.007,0.011,0.005,0.007,0.008
1138,401126.375,5077297.5907399366,6.624,45.842148367,-64.273290907,-12.060,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:21:23.1,2.000,4,8,6,6,Network solution,Yes,MAX,RTCM_V3,2.0,0.011,0.008,0.013,0.005,0.007,0.010
1139,401128.650,5077293.7222374445,6.806,45.842113884,-64.273260819,-11.878,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:21:44.5,2.000,4,8,6,6,Network solution,Yes,MAX,RTCM_V3,2.0,0.010,0.007,0.013,0.005,0.007,0.009
1140,401131.279,5077288.9337642621,6.761,45.842071172,-64.273225993,-11.923,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:22:7.9,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.010,0.007,0.013,0.005,0.007,0.009
1141,401134.072,5077282.7212025654,6.428,45.842015670,-64.273188750,-12.256,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:22:29.0,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.004,0.007,0.007
1142,401136.678,5077277.5744018918,5.977,45.841969731,-64.273154142,-12.707,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:22:56.6,2.000,2,9,6,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.009,0.007,0.012,0.005,0.007,0.008
1143,401188.099,5077281.6962227682,6.390,45.842014196,-64.272492967,-12.293,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:32:54.5,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.005,0.007,0.008
1144,401185.015,5077277.7247780757,6.513,45.841978018,-64.272531856,-12.170,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:33:14.9,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.010,0.007,0.012,0.005,0.007,0.008
1145,401181.342,5077273.2466819435,6.711,45.841937195,-64.272578225,-11.972,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:33:45.7,2.000,2,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.010,0.007,0.012,0.005,0.007,0.009
1146,401178.983,5077270.1790454239,6.578,45.841909253,-64.272607959,-12.105,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:34:2.3,2.000,5,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.007,0.012,0.005,0.007,0.009
1147,401175.829,5077265.9498645524,6.383,45.841870745,-64.272647701,-12.300,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:34:34.9,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.006,0.011,0.005,0.007,0.008
1148,401173.138,5077262.6284713559,5.826,45.841840472,-64.272681661,-12.857,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:34:55.9,2.000,3,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.010,0.007,0.012,0.005,0.007,0.008
1149,401229.190,5077258.2651332291,6.321,45.841809246,-64.271959115,-12.362,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:37:5.4,2.000,3,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.006,0.011,0.005,0.006,0.008
1150,401228.905,5077254.3534071390,6.533,45.841774006,-64.271961991,-12.150,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:37:24.3,2.000,2,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.006,0.011,0.004,0.006,0.008
1151,401228.594,5077250.3775019785,6.545,45.841738185,-64.271965173,-12.137,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:37:44.8,2.000,5,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.006,0.011,0.004,0.006,0.007
1152,401227.992,5077245.0151361898,6.466,45.841689846,-64.271971825,-12.216,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:38:13.0,2.000,4,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.006,0.011,0.004,0.006,0.008
1153,401227.266,5077237.0456445748,5.755,45.841618029,-64.271979544,-12.928,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:38:40.9,2.000,5,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.010,0.004,0.006,0.007
1155,401254.196,5077260.4360666173,6.348,45.841832365,-64.271637626,-12.334,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:42:56.1,2.000,3,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.005,0.006,0.008
1156,401254.463,5077256.4454969848,6.463,45.841796494,-64.271633360,-12.219,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:43:12.0,2.000,4,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.010,0.004,0.006,0.007
1157,401255.028,5077246.9511526106,6.533,45.841711142,-64.271624143,-12.149,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:43:35.0,2.000,3,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.007,0.012,0.005,0.006,0.009
1158,401255.603,5077232.0726538915,6.046,45.841577342,-64.271613691,-12.635,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:44:10.5,2.000,5,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.004,0.006,0.008
1159,401255.968,5077226.0121154413,5.908,45.841522859,-64.271607754,-12.774,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:44:38.7,2.000,3,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.005,0.006,0.008
1160,401285.815,5077218.6254685447,5.995,45.841460668,-64.271221963,-12.686,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:46:6.8,2.000,4,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.010,0.006,0.012,0.005,0.007,0.008
1161,401288.720,5077228.4285008060,6.445,45.841549295,-64.271186570,-12.237,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:46:53.1,2.000,5,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.006,0.011,0.004,0.006,0.007
1162,401291.187,5077236.7104483005,6.951,45.841624172,-64.271156514,-11.730,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:47:40.4,2.000,3,9,8,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.009,0.005,0.010,0.004,0.006,0.007
1163,401293.634,5077246.8504509060,6.941,45.841715767,-64.271127090,-11.740,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:48:12.2,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.010,0.006,0.012,0.005,0.006,0.008
1164,401295.348,5077255.4160404140,6.785,45.841793088,-64.271106777,-11.896,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:48:45.1,2.000,5,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.009,0.006,0.011,0.004,0.006,0.008
1165,401296.628,5077262.9915950811,6.569,45.841861440,-64.271091848,-12.113,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:49:12.0,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.008,0.005,0.010,0.004,0.006,0.007
1166,401296.467,5077268.3788097911,5.901,45.841909893,-64.271095027,-12.781,Default,Transects,User entered code,MEAS,GNSS fixed,2018-12-23,13:49:36.7,2.000,4,9,7,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.008,0.005,0.010,0.004,0.005,0.007
1167,401544.754,5077397.7432612944,5.210,45.843109484,-64.267924843,-13.469,Default,layer,User entered code,MEAS,GNSS fixed,2018-12-23,14:33:1.9,2.000,4,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.008,0.004,0.009,0.004,0.006,0.006
1168,401545.576,5077398.7813851237,5.241,45.843118943,-64.267914468,-13.438,Default,layer,User entered code,MEAS,GNSS fixed,2018-12-23,14:33:25.4,2.000,2,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.5,0.008,0.004,0.009,0.004,0.006,0.006
1169,401546.013,5077399.5359062534,5.273,45.843125795,-64.267908999,-13.406,Default,layer,User entered code,MEAS,GNSS fixed,2018-12-23,14:34:13.1,2.000,2,9,5,6,Network solution,Yes,MAX,RTCM_V3,1.9,0.011,0.006,0.012,0.005,0.008,0.008
1170,401545.929,5077403.3874286879,5.237,45.843160440,-64.267910877,-13.442,Default,layer,User entered code,MEAS,GNSS fixed,2018-12-23,14:34:45.4,2.000,6,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.005,0.010,0.004,0.006,0.007
1171,401542.400,5077402.6933564879,5.107,45.843153690,-64.267956167,-13.572,Default,layer,User entered code,MEAS,GNSS fixed,2018-12-23,14:35:25.8,2.000,5,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.008,0.004,0.009,0.004,0.005,0.006
1172,401545.940,5077423.4009078005,6.365,45.843340531,-64.267914824,-12.314,Default,hwldec23,User entered code,MEAS,GNSS fixed,2018-12-23,14:36:54.5,2.000,5,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.009,0.005,0.010,0.004,0.006,0.006
1173,401556.319,5077415.6561605185,6.346,45.843272324,-64.267779604,-12.332,Default,hwldec23,User entered code,MEAS,GNSS fixed,2018-12-23,14:37:41.0,2.000,3,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.011,0.006,0.012,0.005,0.008,0.008
1174,401575.603,5077400.5539470557,6.376,45.843139183,-64.267528240,-12.303,Default,hwldec23,User entered code,MEAS,GNSS fixed,2018-12-23,14:38:25.3,2.000,4,10,6,6,Network solution,Yes,MAX,RTCM_V3,1.4,0.010,0.005,0.011,0.004,0.007,0.007
1175,401595.496,5077382.7429381721,6.362,45.842981754,-64.267268471,-12.315,Default,hwldec23,User entered code,MEAS,GNSS fixed,2018-12-23,14:39:13.2,2.000,5,10,5,6,Network solution,Yes,MAX,RTCM_V3,1.8,0.011,0.006,0.013,0.005,0.008,0.009
1176,401609.839,5077370.6643787967,6.575,45.842875114,-64.267081337,-12.102,Default,hwldec23,User entered code,MEAS,GNSS fixed,2018-12-23,14:39:53.4,2.000,5,10,5,6,Network solution,Yes,MAX,RTCM_V3,1.6,0.012,0.006,0.013,0.005,0.009,0.009
